Name;ISIN;Symbol;Market;"Trading Currency";Open;High;Low;Last;"Last Date/Time";"Time Zone";Volume;Turnover
GALEO;FR0011100759;MLGAL;"Euronext Access Paris";EUR;1.50;1.50;1.50;1.50;"27/04/2022 11:30";CET;50;75.00
GALIMMO;FR0000030611;GALIM;"Euronext Paris";EUR;13.40;13.40;13.40;13.40;"27/04/2022 11:30";CET;1;13.40
GASCOGNE;FR0000124414;ALBI;"Euronext Growth Paris";EUR;3.39;3.40;3.32;3.32;"27/04/2022 17:35";CET;3643;12354.24
GAUMONT;FR0000034894;GAM;"Euronext Paris";EUR;106.00;106.00;106.00;106.00;"27/04/2022 13:52";CET;13;1378.00
GAUSSIN;FR0013495298;ALGAU;"Euronext Growth Paris";EUR;4.432;4.628;4.322;4.562;"27/04/2022 17:35";CET;296199;1313150.83
"GEA GRENOBL.ELECT.";FR0000053035;GEA;"Euronext Paris";EUR;85.50;86.50;85.50;86.50;"27/04/2022 11:47";CET;6;518.00
"GECI INTL";FR0000079634;ALGEC;"Euronext Growth Paris";EUR;0.0071;0.0074;0.0071;0.0072;"27/04/2022 17:28";CET;5941214;42468.66
GECINA;FR0010040865;GFC;"Euronext Paris";EUR;110.30;110.50;108.20;110.00;"27/04/2022 17:35";CET;122446;13444014.90
"GENERAL ELECTRIC";US3696043013;GNE;"Euronext Paris";EUR;77.00;77.00;76.00;76.70;"27/04/2022 17:35";CET;270;20715.60
"GENERIX GROUP";FR0010501692;GENX;"Euronext Paris";EUR;9.54;9.58;9.54;9.56;"27/04/2022 17:15";CET;8841;84500.80
GENEURO;CH0308403085;GNRO;"Euronext Paris";EUR;3.14;3.14;3.02;3.04;"27/04/2022 17:35";CET;1071;3286.62
GENFIT;FR0004163111;GNFT;"Euronext Paris";EUR;3.42;3.42;3.262;3.348;"27/04/2022 17:35";CET;119199;397435.39
"GENOMIC VISION";FR0011799907;GV;"Euronext Paris";EUR;0.10;0.1024;0.098;0.098;"27/04/2022 17:26";CET;273555;27448.24
GENOWAY;FR0004053510;ALGEN;"Euronext Growth Paris";EUR;3.405;3.44;3.40;3.40;"27/04/2022 16:34";CET;3814;12995.88
"GENSIGHT BIOLOGICS";FR0013183985;SIGHT;"Euronext Paris";EUR;2.00;2.01;1.948;1.978;"27/04/2022 17:35";CET;175780;345611.00
"GENTLEMENS EQUITY";PTGVE1AE0009;MLGEQ;"Euronext Access Paris";EUR;0.09;0.09;0.09;0.09;"19/04/2022 12:02";CET;3202;288.18
"GETLINK SE";FR0010533075;GET;"Euronext Paris";EUR;17.705;18.06;17.50;17.99;"27/04/2022 17:37";CET;841935;15065862.42
GEVELOT;FR0000033888;ALGEV;"Euronext Growth Paris";EUR;186.00;186.00;186.00;186.00;"27/04/2022 16:30";CET;20;3720.00
"GL EVENTS";FR0000066672;GLO;"Euronext Paris";EUR;17.72;18.04;17.46;17.64;"27/04/2022 17:35";CET;32429;574925.22
"GLASS TO POWER A";IT0005454167;MLGLA;"Euronext Access Paris";EUR;-;-;-;-;-;CET;-;-
"GLASS TO POWER B";IT0005454175;MLGLB;"Euronext Access Paris";EUR;14.65;14.65;14.65;14.65;"25/04/2022 16:30";CET;200;2930.00
"GLASS TO POWER WAR";IT0005454134;MLGLW;"Euronext Access Paris";EUR;-;-;-;-;-;CET;-;-
"GLOBAL BIOENERGIES";FR0011052257;ALGBE;"Euronext Growth Paris";EUR;4.73;4.785;4.67;4.71;"27/04/2022 17:28";CET;8663;40841.01
"GLOBAL PIELAGO";ES0105537007;MLNDG;"Euronext Access Paris";EUR;4.92;4.92;4.92;4.92;"16/04/2021 00:00";CET;-;-
"GOLD BY GOLD";FR0011208693;ALGLD;"Euronext Growth Paris";EUR;2.70;2.70;2.68;2.68;"27/04/2022 16:30";CET;383;1032.50
"GOUR MEDICAL";FR0013371507;MLGML;"Euronext Access Paris";EUR;0.06;0.06;0.06;0.06;"27/04/2022 16:30";CET;560;33.60
"GPE GROUP PIZZORNO";FR0010214064;GPE;"Euronext Paris";EUR;41.60;42.30;41.40;41.40;"27/04/2022 14:55";CET;327;13677.80
"GPE PAROT (AUTO)";FR0013204070;ALPAR;"Euronext Growth Paris";EUR;2.15;2.28;2.15;2.28;"26/04/2022 16:52";CET;1704;3767.05
"GRAINES VOLTZ";FR0000065971;GRVO;"Euronext Paris";EUR;170.00;171.00;165.00;165.50;"27/04/2022 17:35";CET;814;136615.00
GROLLEAU;FR0014005ZM5;ALGRO;"Euronext Growth Paris";EUR;8.70;9.08;8.50;8.84;"27/04/2022 17:14";CET;898;7831.76
"GROUP SFIT";FR00140066X4;MLTHO;"Euronext Access Paris";EUR;7.45;7.45;7.45;7.45;"27/04/2022 11:30";CET;2;14.90
"GROUPE BERKEM";FR00140069V2;ALKEM;"Euronext Growth Paris";EUR;9.60;9.60;9.51;9.60;"27/04/2022 17:29";CET;1152;11020.58
"GROUPE CARNIVOR";FR0000076960;MLGRC;"Euronext Access Paris";EUR;24.20;24.20;24.20;24.20;"27/04/2022 16:30";CET;10;242.00
"GROUPE CASOL";FR0014003RM7;MLCAS;"Euronext Access Paris";EUR;0.41;0.41;0.41;0.41;"27/04/2022 11:30";CET;283;116.03
"GROUPE CRIT";FR0000036675;CEN;"Euronext Paris";EUR;66.80;67.20;65.80;66.60;"27/04/2022 17:35";CET;264;17562.00
"GROUPE FLO";FR0014004X25;FLO;"Euronext Paris";EUR;16.60;16.60;16.60;16.60;"27/04/2022 12:14";CET;4;66.40
"GROUPE GORGE";FR0000062671;GOE;"Euronext Paris";EUR;18.72;18.72;17.80;18.42;"27/04/2022 17:38";CET;29791;546371.54
"GROUPE GUILLIN";FR0012819381;ALGIL;"Euronext Growth Paris";EUR;21.55;21.55;21.00;21.00;"27/04/2022 17:35";CET;32225;682285.10
"GROUPE IRD";FR0000124232;IRD;"Euronext Paris";EUR;25.10;25.25;25.10;25.25;"27/04/2022 11:07";CET;76;1910.65
"GROUPE JAJ";FR0004010338;GJAJ;"Euronext Paris";EUR;1.69;1.69;1.69;1.69;"27/04/2022 13:39";CET;4700;7943.00
"GROUPE LDLC";FR0000075442;ALLDL;"Euronext Growth Paris";EUR;30.85;30.85;29.80;30.40;"27/04/2022 17:35";CET;11121;334493.45
"GROUPE PARTOUCHE";FR0012612646;PARP;"Euronext Paris";EUR;20.00;20.00;19.80;19.80;"27/04/2022 16:56";CET;51;1010.15
"GROUPE PLUS-VALUES";FR0010529719;MLPVG;"Euronext Access Paris";EUR;0.01;0.01;0.01;0.01;"18/03/2013 15:00";CET;20000;200.00
"GROUPE SFPI";FR0004155000;SFPI;"Euronext Paris";EUR;3.04;3.07;3.02;3.06;"27/04/2022 17:35";CET;18857;57657.24
"GROUPE TERA";FR0013429404;ALGTR;"Euronext Growth Paris";EUR;5.95;6.20;5.95;6.20;"27/04/2022 12:04";CET;789;4858.75
GROUPIMO;FR0014000RP6;ALIMO;"Euronext Growth Paris";EUR;1.63;1.63;1.63;1.63;"27/04/2022 11:30";CET;235;383.05
"GT BIOPHARMA INC";US36254L2097;GTBP;"Euronext Paris";EUR;0.55;0.55;0.55;0.55;"24/12/2020 11:30";CET;211;116.05
GTT;FR0011726835;GTT;"Euronext Paris";EUR;113.50;116.00;112.80;114.90;"27/04/2022 17:35";CET;98635;11351793.60
"GUANDAO PUER INVES";LU1840650458;MLGDI;"Euronext Access Paris";EUR;0.454;0.454;0.454;0.454;"26/04/2022 16:30";CET;2;0.91
GUERBET;FR0000032526;GBT;"Euronext Paris";EUR;24.70;24.80;23.80;24.25;"27/04/2022 17:35";CET;32962;802831.40
GUILLEMOT;FR0000066722;GUI;"Euronext Paris";EUR;12.22;12.22;11.64;12.18;"27/04/2022 17:35";CET;20265;240678.30
"H2O INNOVATION INC";CA4433003064;ALHEO;"Euronext Growth Paris";EUR;1.61;1.61;1.61;1.61;"25/04/2022 16:30";CET;35;56.35
"HAFFNER ENERGY";FR0014007ND6;ALHAF;"Euronext Growth Paris";EUR;8.00;8.01;7.92;8.01;"27/04/2022 17:35";CET;4706;37479.36
"HAMILTON GLOBAL OP";GB00BMDXQ672;ALHGO;"Euronext Growth Paris";EUR;54.00;54.00;54.00;54.00;"27/04/2022 09:00";CET;1;54.00
"HAULOTTE GROUP";FR0000066755;PIG;"Euronext Paris";EUR;3.885;3.91;3.835;3.90;"27/04/2022 17:35";CET;6970;26957.00
HDF;FR0014003VY4;HDF;"Euronext Paris";EUR;28.00;29.00;26.80;27.30;"27/04/2022 17:35";CET;11581;317154.85
HEALTH;FR0013251584;MLAHC;"Euronext Access Paris";EUR;0.60;0.60;0.60;0.60;"23/03/2022 16:30";CET;370;222.00
"HEALTHCARE ACTIVOS";ES0105498002;MLHAY;"Euronext Access Paris";EUR;-;-;-;-;-;CET;-;-
HERIGE;FR0000066540;ALHRG;"Euronext Growth Paris";EUR;40.70;41.00;40.20;40.20;"27/04/2022 16:33";CET;268;10894.00
"HERMES INTL";FR0000052292;RMS;"Euronext Paris";EUR;1167.00;1195.50;1160.00;1186.00;"27/04/2022 17:36";CET;55661;65815908.50
HEXAOM;FR0004159473;HEXA;"Euronext Paris";EUR;29.70;29.90;29.50;29.90;"27/04/2022 17:11";CET;644;19117.90
"HF COMPANY";FR0000038531;ALHF;"Euronext Growth Paris";EUR;6.06;6.06;6.00;6.00;"27/04/2022 17:35";CET;3978;23963.06
"HIGH CO";FR0000054231;HCO;"Euronext Paris";EUR;5.56;5.62;5.54;5.56;"27/04/2022 17:29";CET;30789;172378.24
"HIOLLE INDUSTRIES";FR0000077562;ALHIO;"Euronext Growth Paris";EUR;3.74;3.74;3.56;3.68;"27/04/2022 15:43";CET;9500;34858.68
"HIPAY GROUP";FR0012821916;ALHYP;"Euronext Growth Paris";EUR;12.76;12.76;11.58;12.50;"27/04/2022 17:35";CET;3818;47301.12
HITECHPROS;FR0010396309;ALHIT;"Euronext Growth Paris";EUR;15.80;15.80;15.80;15.80;"27/04/2022 16:30";CET;619;9780.20
HK;DE000A11Q133;MLHK;"Euronext Access Paris";EUR;150.00;150.00;150.00;150.00;"27/04/2022 11:30";CET;109;16350.00
"HOCHE BAINS L.BAIN";FR0000051302;MLHBB;"Euronext Access Paris";EUR;42.00;42.00;42.00;42.00;"18/03/2022 11:30";CET;50;2100.00
HOFFMANN;FR0013451044;ALHGR;"Euronext Growth Paris";EUR;17.72;17.80;16.74;16.80;"27/04/2022 17:27";CET;7773;134297.92
"Holcim Ltd";CH0012214059;HOLN;"Euronext Paris";EUR;46.30;47.10;46.00;46.90;"27/04/2022 17:35";CET;27527;1284414.50
"HOME CONCEPT";FR0012336691;MLHCF;"Euronext Access Paris";EUR;16.10;16.10;16.10;16.10;"14/12/2021 16:30";CET;10;161.00
HOPENING;FR0010312181;MLHPE;"Euronext Access Paris";EUR;3.60;3.60;3.60;3.60;"25/03/2022 16:30";CET;250;900.00
HOPIUM;FR0014000U63;ALHPI;"Euronext Growth Paris";EUR;19.40;20.50;18.30;20.40;"27/04/2022 17:35";CET;18918;362314.89
"HOPSCOTCH GROUPE";FR0000065278;HOP;"Euronext Paris";EUR;12.30;12.30;10.80;11.30;"27/04/2022 17:29";CET;4633;54743.70
"HOT.MAJESTIC CANNE";FR0006226791;MLHMC;"Euronext Access Paris";EUR;3820.00;3820.00;3820.00;3820.00;"26/04/2022 11:30";CET;1;3820.00
HOTELIM;FR0000053738;MLHOT;"Euronext Access Paris";EUR;28.80;28.80;28.80;28.80;"17/03/2022 16:54";CET;50;1440.00
"HOTELS DE PARIS";FR0004165801;HDP;"Euronext Paris";EUR;1.84;1.84;1.84;1.84;"25/04/2022 11:30";CET;10;18.40
HOTL.IMMOB.NICE;FR0006563904;MLHIN;"Euronext Access Paris";EUR;220.00;220.00;220.00;220.00;"19/04/2022 16:30";CET;23;5060.00
HUNYVERS;FR0014007LQ2;ALHUN;"Euronext Growth Paris";EUR;11.95;12.02;11.93;11.97;"27/04/2022 14:42";CET;756;9034.99
HYBRIGENICS;FR0004153930;ALHYG;"Euronext Growth Paris";EUR;0.1232;0.1268;0.1064;0.121;"27/04/2022 17:24";CET;961800;114505.23
"HYDRAULIQUE PB";FR0000064735;MLHYD;"Euronext Access Paris";EUR;540.00;540.00;540.00;540.00;"21/03/2022 11:34";CET;1;540.00
HYDRO-EXPLOIT.;FR0005843125;MLHYE;"Euronext Access Paris";EUR;110.00;110.00;110.00;110.00;"27/04/2022 11:30";CET;1;110.00
"HYDROGEN REFUELING";FR0014001PM5;ALHRS;"Euronext Growth Paris";EUR;21.54;21.66;21.30;21.30;"27/04/2022 17:35";CET;6084;130302.76
I.CERAM;FR0014005IU4;ALICR;"Euronext Growth Paris";EUR;17.05;17.10;16.45;16.70;"27/04/2022 16:43";CET;785;13313.15
"I2PO SHARES";FR0014004J15;I2PO;"Euronext Paris";EUR;9.85;9.85;9.85;9.85;"26/04/2022 17:29";CET;2651;26112.35
"I2PO WARRANTS";FR0014004JF6;I2POW;"Euronext Paris";EUR;0.25;0.25;0.25;0.25;"21/04/2022 14:34";CET;100000;25000.00
I2S;FR0005854700;ALI2S;"Euronext Growth Paris";EUR;5.50;5.50;5.50;5.50;"26/04/2022 17:12";CET;749;4119.50
"IANTE INVESTMENTS";ES0105479002;MLINT;"Euronext Access Paris";EUR;-;-;-;-;-;CET;-;-
ICADE;FR0000035081;ICAD;"Euronext Paris";EUR;59.05;59.70;58.30;58.95;"27/04/2022 17:35";CET;61330;3622126.75
"ID LOGISTICS GROUP";FR0010929125;IDL;"Euronext Paris";EUR;298.00;305.50;294.00;297.50;"27/04/2022 17:35";CET;2705;810443.00
IDI;FR0000051393;IDIP;"Euronext Paris";EUR;55.80;56.60;55.60;56.40;"27/04/2022 17:01";CET;373;20855.60
IDS;FR0000079691;MLIDS;"Euronext Access Paris";EUR;0.67;0.675;0.67;0.675;"27/04/2022 17:06";CET;6125;4134.38
IDSUD;FR0000062184;ALIDS;"Euronext Growth Paris";EUR;148.50;148.50;148.50;148.50;"27/04/2022 15:19";CET;5;742.50
"IGE + XAO";FR0000030827;IGE;"Euronext Paris";EUR;220.00;220.00;220.00;220.00;"27/04/2022 17:35";CET;81;17820.00
"IGIS NEPTUNE";ES0105551008;MLABC;"Euronext Access Paris";EUR;11.43;11.43;11.43;11.43;"31/08/2021 00:00";CET;-;-
IKONISYS;FR00140048X2;ALIKO;"Euronext Growth Paris";EUR;2.68;2.85;2.66;2.85;"27/04/2022 17:28";CET;1373;3861.48
ILBE;IT0005380602;ALIE;"Euronext Growth Paris";EUR;2.055;2.15;2.05;2.10;"27/04/2022 12:02";CET;344;720.21
IMALLIANCE;FR0010086371;MLIML;"Euronext Access Paris";EUR;0.07;0.07;0.07;0.07;"19/04/2022 16:31";CET;10387;727.09
IMERYS;FR0000120859;NK;"Euronext Paris";EUR;37.40;37.86;37.06;37.86;"27/04/2022 17:35";CET;63738;2393150.48
IMM.PARIS.PERLE;FR0006859039;MLIPP;"Euronext Access Paris";EUR;45.00;45.00;45.00;45.00;"08/06/2021 11:30";CET;12;540.00
IMMERSION;FR0013060100;ALIMR;"Euronext Growth Paris";EUR;5.60;6.20;5.60;6.20;"27/04/2022 16:30";CET;312;1837.80
IMMOB.DASSAULT;FR0000033243;IMDA;"Euronext Paris";EUR;62.80;63.00;62.20;63.00;"27/04/2022 16:15";CET;104;6477.40
IMPLANET;FR0013470168;ALIMP;"Euronext Growth Paris";EUR;0.2495;0.2495;0.2405;0.2405;"27/04/2022 17:28";CET;11255;2718.40
"IMPRIMERIE CHIRAT";FR0000065773;MLIMP;"Euronext Access Paris";EUR;5.00;5.05;5.00;5.05;"27/04/2022 16:30";CET;29;146.40
"IMPULSE FITNESS";ES0105590006;MLIFS;"Euronext Access Paris";EUR;12.00;12.00;12.00;12.00;"27/04/2022 11:30";CET;1;12.00
"INDLE FIN.ENTREPR.";FR0000066219;INFE;"Euronext Paris";EUR;50.00;50.00;50.00;50.00;"26/04/2022 11:30";CET;28;1400.00
INFOCLIP;FR0011158823;MLIFC;"Euronext Access Paris";EUR;2.00;2.00;2.00;2.00;"10/02/2022 14:11";CET;320;640.00
INFOTEL;FR0000071797;INF;"Euronext Paris";EUR;54.20;54.60;54.20;54.40;"27/04/2022 17:35";CET;250;13608.60
INMARK;ES0105511002;MLINM;"Euronext Access Paris";EUR;17.90;17.90;17.90;17.90;"08/04/2021 00:00";CET;-;-
INMOSUPA;ES0105473005;MLISP;"Euronext Access Paris";EUR;-;-;-;-;-;CET;-;-
"INNATE PHARMA";FR0010331421;IPH;"Euronext Paris";EUR;2.608;2.64;2.54;2.552;"27/04/2022 17:36";CET;197406;509499.77
"INNELEC MULTIMEDIA";FR0000064297;ALINN;"Euronext Growth Paris";EUR;5.46;5.46;5.42;5.42;"27/04/2022 09:26";CET;387;2108.58
"INNOVADERMA PLC";GB00BT9PTW34;MLIDP;"Euronext Access Paris";EUR;0.70;0.70;0.70;0.70;"05/09/2016 15:00";CET;75;52.50
"INNOVATIVE RFK SPA";IT0005391161;MLIRF;"Euronext Access Paris";EUR;2.06;2.06;2.06;2.06;"29/03/2022 11:30";CET;1;2.06
INSTALLUX;FR0000060451;ALLUX;"Euronext Growth Paris";EUR;408.00;408.00;408.00;408.00;"26/04/2022 11:30";CET;12;4896.00
INTEGRAGEN;FR0010908723;ALINT;"Euronext Growth Paris";EUR;1.16;1.175;1.13;1.175;"27/04/2022 16:49";CET;631;729.56
"INTEGRITAS VIAGER";FR0014003FN0;MLVIE;"Euronext Access Paris";EUR;118.00;118.00;118.00;118.00;"28/01/2022 16:30";CET;10;1180.00
INTERPARFUMS;FR0004024222;ITP;"Euronext Paris";EUR;50.50;52.80;49.90;51.70;"27/04/2022 17:35";CET;41284;2126168.40
INTEXA;FR0000064958;ITXT;"Euronext Paris";EUR;4.40;4.40;4.40;4.40;"11/02/2022 16:30";CET;100;440.00
INTRASENSE;FR0011179886;ALINS;"Euronext Growth Paris";EUR;0.4125;0.43;0.4125;0.43;"27/04/2022 17:22";CET;139857;59272.89
INVENTIVA;FR0013233012;IVA;"Euronext Paris";EUR;9.10;9.21;8.80;8.99;"27/04/2022 17:35";CET;16345;146569.64
"INVIBES ADVERTSING";BE0974299316;ALINV;"Euronext Growth Paris";EUR;17.00;17.55;16.80;17.55;"27/04/2022 14:49";CET;1214;20651.50
"IOC HOLDING";BE6200101556;MLIOC;"Euronext Access Paris";EUR;0.364;0.364;0.364;0.364;"25/02/2022 16:30";CET;100;36.40
"IPOSA PROPERTIES";ES0105417002;MLIPO;"Euronext Access Paris";EUR;-;-;-;-;-;CET;-;-
IPSEN;FR0010259150;IPN;"Euronext Paris";EUR;110.20;110.20;94.45;96.40;"27/04/2022 17:35";CET;328862;32416946.30
IPSOS;FR0000073298;IPS;"Euronext Paris";EUR;47.80;47.80;46.10;46.15;"27/04/2022 17:35";CET;52718;2459052.05
"IPSOS NV22";FR00140078W1;IPSNV;"Euronext Paris";EUR;45.55;45.55;45.55;45.55;"22/04/2022 16:30";CET;1462;66594.10
ISPD;ES0109429037;ALISP;"Euronext Growth Paris";EUR;4.50;4.62;4.48;4.60;"27/04/2022 17:14";CET;1264;5800.66
"IT LINK";FR0000072597;ALITL;"Euronext Growth Paris";EUR;27.20;27.20;27.00;27.10;"27/04/2022 17:35";CET;1216;32863.00
"ITALY INNOVAZIONI";IT0005336521;MLITN;"Euronext Access Paris";EUR;10.20;10.20;10.20;10.20;"21/04/2022 16:30";CET;550;5610.00
ITESOFT;FR0004026151;ITE;"Euronext Paris";EUR;4.00;4.00;4.00;4.00;"27/04/2022 16:40";CET;38378;153512.00
"JACQUES BOGART";FR0012872141;JBOG;"Euronext Paris";EUR;10.90;11.00;10.50;10.60;"27/04/2022 17:18";CET;2762;29714.95
"JACQUET METALS";FR0000033904;JCQ;"Euronext Paris";EUR;20.20;20.35;19.76;20.35;"27/04/2022 17:35";CET;28705;576217.73
"JC DECAUX SA.";FR0000077919;DEC;"Euronext Paris";EUR;20.42;20.50;19.86;19.93;"27/04/2022 17:35";CET;115096;2319956.47
"JSA TECHNOLOGY";FR0010680033;MLJSA;"Euronext Access Paris";EUR;0.47;0.47;0.47;0.47;"27/04/2022 16:30";CET;25;11.75
JUNGLE21;ES0105636007;MLJ21;"Euronext Access Paris";EUR;3.14;3.14;3.14;3.14;"03/03/2022 00:00";CET;-;-
KALRAY;FR0010722819;ALKAL;"Euronext Growth Paris";EUR;26.10;26.10;25.30;25.65;"27/04/2022 17:35";CET;4808;123008.20
"KAUFMAN ET BROAD";FR0004007813;KOF;"Euronext Paris";EUR;29.50;29.50;28.25;28.25;"27/04/2022 17:35";CET;24920;710165.85
KERING;FR0000121485;KER;"Euronext Paris";EUR;501.40;510.10;499.10;507.20;"27/04/2022 17:39";CET;232409;117490997.50
KERLINK;FR0013156007;ALKLK;"Euronext Growth Paris";EUR;3.90;4.18;3.90;4.035;"27/04/2022 17:35";CET;64471;258749.25
KEYRUS;FR0004029411;ALKEY;"Euronext Growth Paris";EUR;3.96;3.96;3.94;3.94;"27/04/2022 10:44";CET;331;1310.04
"KKO INTERNATIONAL";FR0013374667;ALKKO;"Euronext Growth Paris";EUR;0.161;0.1665;0.16;0.164;"27/04/2022 17:19";CET;250857;40968.50
KLARSEN;FR0011038348;ALKLA;"Euronext Growth Paris";EUR;2.60;2.90;2.50;2.835;"27/04/2022 17:27";CET;71707;193254.33
KLEPIERRE;FR0000121964;LI;"Euronext Paris";EUR;23.40;23.79;22.98;23.66;"27/04/2022 17:36";CET;737674;17378435.76
KLIMVEST;GB00B19RTX44;ALSIM;"Euronext Growth Paris";EUR;0.484;0.484;0.484;0.484;"28/12/2021 11:30";CET;10785;5219.94
KOMPUESTOS;ES0105425005;ALKOM;"Euronext Growth Paris";EUR;1.85;1.85;1.85;1.85;"27/04/2022 10:04";CET;20;37.00
KORIAN;FR0010386334;KORI;"Euronext Paris";EUR;19.82;20.16;19.65;20.12;"27/04/2022 17:35";CET;168382;3358835.46
"KUMULUS VAPE";FR0013419876;ALVAP;"Euronext Growth Paris";EUR;11.15;11.15;11.00;11.00;"27/04/2022 15:39";CET;596;6574.55
KUMULUSBSA2020;FR0014001KF0;VAPBS;"Euronext Growth Paris";EUR;-;-;-;-;-;CET;-;-
L'OREAL;FR0000120321;OR;"Euronext Paris";EUR;347.00;348.90;334.35;341.55;"27/04/2022 17:35";CET;438649;149396271.60
"LA PERLA FASHION";NL0012191662;ALPER;"Euronext Growth Paris";EUR;3.54;3.54;3.54;3.54;"27/04/2022 09:00";CET;1;3.54
"LACROIX GROUP";FR0000066607;LACR;"Euronext Paris";EUR;38.60;39.40;38.60;38.70;"27/04/2022 17:35";CET;453;17582.70
"LAGARDERE SA";FR0000130213;MMB;"Euronext Paris";EUR;25.00;25.02;24.96;24.98;"27/04/2022 17:35";CET;88874;2220661.26
LANSON-BCC;FR0004027068;ALLAN;"Euronext Growth Paris";EUR;29.30;29.40;29.30;29.30;"27/04/2022 17:29";CET;231;6781.30
LARGO;FR0013308582;ALLGO;"Euronext Growth Paris";EUR;7.50;7.50;7.29;7.44;"27/04/2022 17:20";CET;1384;10338.21
LATECOERE;FR0000032278;LAT;"Euronext Paris";EUR;0.428;0.435;0.416;0.428;"27/04/2022 17:25";CET;84100;35867.32
LAURENT-PERRIER;FR0006864484;LPE;"Euronext Paris";EUR;90.20;90.60;90.00;90.60;"27/04/2022 16:47";CET;73;6599.60
LDC;FR0013204336;LOUP;"Euronext Paris";EUR;86.40;87.80;86.40;87.80;"27/04/2022 17:35";CET;484;42058.40
"LE TANNEUR";FR0000075673;ALTAN;"Euronext Growth Paris";EUR;3.60;3.60;3.60;3.60;"25/04/2022 10:46";CET;290;1044.00
LEBON;FR0000121295;LBON;"Euronext Paris";EUR;85.20;85.80;85.20;85.80;"27/04/2022 17:27";CET;35;2998.40
LECTRA;FR0000065484;LSS;"Euronext Paris";EUR;39.65;39.90;38.35;38.35;"27/04/2022 17:35";CET;26386;1026602.25
"LECTRA NV22";FR00140078U5;LSSNV;"Euronext Paris";EUR;-;-;-;-;-;CET;-;-
LEGRAND;FR0010307819;LR;"Euronext Paris";EUR;83.88;84.08;82.00;83.02;"27/04/2022 17:35";CET;655526;54431641.94
"LES AGENCES DE PAP";FR0014003I41;MLPAP;"Euronext Access Paris";EUR;1.845;1.845;1.845;1.845;"27/04/2022 16:30";CET;1000;1845.00
"LES HOTELS BAVEREZ";FR0007080254;ALLHB;"Euronext Growth Paris";EUR;55.00;55.00;55.00;55.00;"26/04/2022 11:37";CET;1000;55000.00
LESTQBLANC202212BS;FR0013483401;TBMBT;"Euronext Growth Paris";EUR;-;-;-;-;-;CET;-;-
"LEXIBOOK LINGUIST.";FR0000033599;ALLEX;"Euronext Growth Paris";EUR;4.28;4.445;4.27;4.32;"27/04/2022 17:12";CET;9250;39816.57
"LINEDATA SERVICES";FR0004156297;LIN;"Euronext Paris";EUR;43.50;43.50;42.40;42.40;"27/04/2022 16:57";CET;50380;2173866.80
LISI;FR0000050353;FII;"Euronext Paris";EUR;20.60;20.70;20.25;20.55;"27/04/2022 17:35";CET;20923;429323.85
LLEIDA;ES0105089009;ALLLN;"Euronext Growth Paris";EUR;4.595;4.595;4.30;4.50;"27/04/2022 14:09";CET;960;4270.80
"LNA SANTE";FR0004170017;LNA;"Euronext Paris";EUR;35.40;35.40;34.50;35.00;"27/04/2022 17:35";CET;5889;205522.75
"LOCASYSTEM INTL";FR0004155208;MLLOI;"Euronext Access Paris";EUR;12.20;12.20;12.20;12.20;"27/04/2022 16:30";CET;14;170.80
"LOGIC INSTRUMENT";FR0000044943;ALLOG;"Euronext Growth Paris";EUR;0.336;0.336;0.30;0.323;"27/04/2022 17:35";CET;11983;3682.95
"LOGIS CONFORT";ES0105333001;MLLOG;"Euronext Access Paris";EUR;-;-;-;-;-;CET;-;-
"LOMBARD ET MEDOT";FR0006205019;MLCAC;"Euronext Access Paris";EUR;14.00;14.00;14.00;14.00;"03/02/2022 16:30";CET;1;14.00
LUCIBEL;FR0011884378;ALUCI;"Euronext Growth Paris";EUR;1.27;1.315;1.20;1.30;"27/04/2022 17:35";CET;70405;89821.28
"LUCIBEL BS";FR0013525953;LUCBS;"Euronext Growth Paris";EUR;0.10;0.105;0.10;0.105;"27/04/2022 17:29";CET;8651;875.10
LUMIBIRD;FR0000038242;LBIRD;"Euronext Paris";EUR;21.20;21.50;21.00;21.35;"27/04/2022 17:35";CET;8862;187871.05
LV4S;BE6201089735;MLV4S;"Euronext Access Paris";EUR;6.70;6.70;6.70;6.70;"12/04/2022 16:30";CET;10;67.00
LVMH;FR0000121014;MC;"Euronext Paris";EUR;610.10;622.00;603.10;616.60;"27/04/2022 17:39";CET;364855;224377541.90
LYSOGENE;FR0013233475;LYS;"Euronext Paris";EUR;0.736;0.758;0.73;0.754;"27/04/2022 17:29";CET;51111;37737.77
M.R.M;FR00140085W6;MRM;"Euronext Paris";EUR;26.20;26.20;26.20;26.20;"27/04/2022 11:30";CET;25;655.00
M2I;FR0013270626;ALMII;"Euronext Growth Paris";EUR;4.45;4.54;4.40;4.40;"27/04/2022 16:11";CET;3082;13668.51
"MAAT PHARMA";FR0012634822;MAAT;"Euronext Paris";EUR;12.30;12.70;12.30;12.70;"27/04/2022 11:55";CET;90;1125.05
MADE;FR0010328302;MLMAD;"Euronext Access Paris";EUR;7.10;7.10;7.10;7.10;"25/04/2022 16:49";CET;482;3422.20
MADVERTISE;FR0010812230;ALMNG;"Euronext Growth Paris";EUR;0.4005;0.405;0.4005;0.405;"27/04/2022 17:14";CET;2526;1023.03
MAGILLEM;FR0010827741;MLMGL;"Euronext Access Paris";EUR;19.50;19.50;19.50;19.50;"11/04/2022 16:30";CET;2;39.00
